日付,カテゴリ,分類,メモ,金額
2023年5月23日,その他,UFJ,SHEIN.COM 利用国SG,"-8,305 "
2023年5月24日,その他,UFJ,ジエーソン シシボネテン,-977 
2023年5月25日,その他,UFJ,CHOICE730001,"-3,178 "
2023年5月25日,給料,UFJ,カブシキガイシヤエスコム,"86,400 "
2023年5月26日,保険,UFJ,ソンポジヤパン,"-4,210 "
2023年5月26日,その他,UFJ,SHEIN 利用国SG,"-2,514 "
2023年5月26日,コンビニ,UFJ,楽天SP ミニストップ アプリ 740710,-537 
2023年5月26日,その他,UFJ,ジエーソン シシボネテン,-169 
2023年5月27日,ATM引き出し,UFJ,セブンギンコウATM,"-30,000 "
2023年5月27日,食費,UFJ,オロシウリイチバ オユミノテン,"-5,905 "
2023年5月27日,その他,UFJ,ムジルシリヨウヒン,"-3,340 "
2023年5月27日,コンビニ,UFJ,楽天SP ローソンアプリ 737192,-908 
2023年5月27日,その他,UFJ,楽天SP アリオ専門店アプリ 700032,-880 
2023年5月27日,その他,UFJ,楽天SP アリオ専門店アプリ 740020,-869 
2023年5月27日,食費,UFJ,ペイペイ*ニキノカシ,-723 
2023年5月27日,その他,UFJ,楽天SP DAISOアプリ 732240,-660 
2023年5月27日,その他,UFJ,楽天SP アリオ専門店アプリ 790013,-445 
2023年5月27日,その他,UFJ,楽天SP DAISOアプリ 732303,-4 
2023年5月28日,食費,UFJ,楽天SP はま寿司 アプリ 780358,"-3,896 "
2023年5月28日,食費,UFJ,ペイペイ*ランドローム,"-2,308 "
2023年5月28日,食費,UFJ,楽天SP スターバックスコーヒーアプリ 710891,"-1,755 "
2023年5月28日,振替,UFJ,ヤマザキ ユウキ,"200,000 "
2023年5月29日,カード返済,UFJ,ラクテンカードサービス,"-121,352 "
2023年5月29日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2023年5月29日,管理費,UFJ,RKS(カンリヒトウ,"-20,170 "
2023年5月29日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2023年5月29日,コンビニ,UFJ,楽天SP ミニストップ アプリ 720665,-537 
2023年5月30日,その他,UFJ,AMAZON.CO.JP,"-78,000 "
2023年5月31日,携帯電話,UFJ,ドコモご利用料金 06ガツブン,"-32,591 "
2023年5月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 "
2023年5月31日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 722974,"-1,587 "
2023年5月31日,コンビニ,UFJ,楽天SP ミニストップ アプリ 790672,-537 
2023年6月1日,車,UFJ,一般社団法人日本自動車連盟 3100900030307 51020,"-6,000 "
2023年6月1日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700686,-464 
2023年6月2日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,"-1,192 "
2023年6月2日,コンビニ,UFJ,楽天SP ミニストップ アプリ 750590,-399 
2023年6月3日,食費,UFJ,セイセンイチバトツプイナゲナ,"-6,193 "
2023年6月4日,ATM引き出し,UFJ,セブンギンコウATM,"-50,000 "
2023年6月4日,食費,UFJ,ブロンコビリー カマトリインタ,"-11,726 "
2023年6月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"295,425 "
2023年6月6日,ローン,UFJ,ローン,"-68,732 "
2023年6月6日,保険,UFJ,トウキヨウカイジヨウニチドウカ,"-10,950 "
2023年6月6日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700692,-464 
2023年6月7日,その他,UFJ,ジエーソン シシボネテン,"-3,005 "
2023年6月8日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700788,-399 
2023年6月9日,電話,UFJ,NTT東日本 ご利用料金 06ガツブン,"-4,382 "
2023年6月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800 "
2023年6月10日,食費,UFJ,ペイペイ*ベルクス,"-3,975 "
2023年6月10日,ガソリン,UFJ,コスモセキユ,"-3,373 "
2023年6月11日,食費,UFJ,楽天SP 元気寿司 アプリ 750082,"-3,610 "
2023年6月11日,灯油,UFJ,コスモセキユ,"-3,476 "
2023年6月11日,その他,UFJ,メガドンキホーテヤチヨジユ,"-2,159 "
2023年6月11日,その他,UFJ,楽天SP ジョイフル本田アプリ 700096,"-1,624 "
2023年6月11日,その他,UFJ,楽天SP DAISOアプリ 740805,"-1,547 "
2023年6月11日,食費,UFJ,ペイペイ*ニキノカシ,"-1,395 "
2023年6月11日,その他,UFJ,楽天SP メガマックス千葉NT店 700002,"-1,281 "
2023年6月11日,コンビニ,UFJ,楽天SP ミニストップ アプリ 750517,-405 
2023年6月11日,その他,UFJ,楽天SP セリアアプリ 790211,-330 
2023年6月12日,コンビニ,UFJ,楽天SP ミニストップ アプリ 790714,-464 
2023年6月13日,医療,UFJ,レンズボックス740004,"-2,898 "
2023年6月13日,食費,UFJ,楽天SP 丸亀製麺アプリ 731414,-790 
2023年6月14日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710695,-399 
2023年6月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2023年6月15日,水道,UFJ,千葉県営水道料金等,"-8,856 "
2023年6月15日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 780930,-752 
2023年6月16日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 721645,-516 
2023年6月17日,ATM引き出し,UFJ,セブンギンコウATM,"-50,000 "
2023年6月17日,手数料,UFJ,手数料,-330 
2023年6月18日,その他,UFJ,楽天SP アリオ専門店アプリ 700140,"-4,640 "
2023年6月18日,その他,UFJ,ペイペイ*パシオス,"-2,068 "
2023年6月18日,その他,UFJ,ペイペイ*パシオス,"-1,760 "
2023年6月18日,その他,UFJ,AMAZON.CO.JP,"78,000 "
2023年6月19日,振替,UFJ,ヤマザキ ユウキ,"300,000 "
2023年6月20日,コンビニ,UFJ,楽天SP ミニストップ アプリ 730715,-371 
2023年6月21日,ガス,UFJ,東京ガス ・1195-614-1052,"-11,415 "
2023年6月21日,コンビニ,UFJ,楽天SP ミニストップ アプリ 790656,-464 
2023年6月22日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 724676,"-1,261 "
2023年6月22日,その他,UFJ,ジエーソン シシボネテン,"-1,077 "
2023年6月23日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 784714,"-1,093 "
2023年6月23日,給料,UFJ,カブシキガイシヤエスコム,"86,400 "
2023年6月24日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 784075,"-1,363 "
2023年6月24日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 710562,-830 
2023年6月24日,食費,UFJ,楽天SP 楽天ペイ加盟店アプリ 792119,-780 
2023年6月24日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 710576,-116 
2023年6月26日,旅行,UFJ,アゴダ,"-16,390 "
2023年6月26日,保険,UFJ,ソンポジヤパン,"-4,210 "
2023年6月26日,その他,UFJ,ジエーソン シシボネテン,"-2,546 "
2023年6月27日,カード返済,UFJ,ラクテンカードサービス,"-376,329 "
2023年6月27日,ローン,UFJ,ニツサンフイナンシヤルS,"-26,000 "
2023年6月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2023年6月28日,管理費,UFJ,RKS(カンリヒトウ,"-20,170 "
2023年6月28日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 783326,-432 
2023年6月30日,携帯電話,UFJ,ドコモご利用料金 07ガツブン,"-29,995 "
2023年6月30日,その他,UFJ,SHEIN.COM 利用国SG,"-9,439 "
2023年6月30日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 "
2023年6月30日,食費,UFJ,楽天SP からやまアプリ 745241,-869 
2023年7月1日,食費,UFJ,セイセンイチバトツプイナゲナ,"-4,682 "
2023年7月1日,その他,UFJ,イオンモール,"-4,446 "
2023年7月1日,食費,UFJ,楽天SP ガストアプリ 710010,"-1,650 "
2023年7月1日,食費,UFJ,シヤトレーゼ,"-1,500 "
2023年7月1日,その他,UFJ,イオンモール,-980 
2023年7月1日,食費,UFJ,マクドナルドモバイルオーダ,-790 
2023年7月2日,その他,UFJ,フアツシヨンセンターシマムラ,"-4,246 "
2023年7月2日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 741477,"-3,564 "
2023年7月2日,ガソリン,UFJ,コスモセキユ,"-3,501 "
2023年7月2日,食費,UFJ,楽天SP 大庄グループアプリ 740003,"-1,960 "
2023年7月2日,食費,UFJ,楽天SP 大庄グループアプリ 730001,-669 
2023年7月2日,食費,UFJ,ペイペイ*ハクダイショクヒン,-400 
2023年7月2日,その他,UFJ,ムジルシリヨウヒン,-180 
2023年7月3日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 733518,-491 
2023年7月4日,カード返済,UFJ,セゾン,"-8,600 "
2023年7月4日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 780560,-680 
2023年7月5日,ATM引き出し,UFJ,セブンギンコウATM,"-50,000 "
2023年7月5日,食費,UFJ,マイバスケツト,-213 
2023年7月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"342,534 "
2023年7月6日,ローン,UFJ,ローン,"-68,732 "
2023年7月6日,保険,UFJ,トウキヨウカイジヨウニチドウカ,"-10,950 "
2023年7月6日,医療,UFJ,Shop de clinic楽730019,"-2,485 "
2023年7月6日,その他,UFJ,ジエーソン シシボネテン,-869 
2023年7月6日,コンビニ,UFJ,楽天SP ミニストップ アプリ 720706,-483 
2023年7月8日,旅行,UFJ,マクハリオンセンユラノサト,"-9,070 "
2023年7月8日,食費,UFJ,センドウホンダテン,"-2,081 "
2023年7月8日,食費,UFJ,ヤオコーケミガワハマテン,"-1,394 "
2023年7月9日,食費,UFJ,ヤオコーケミガワハマテン,"-7,098 "
2023年7月9日,ガソリン,UFJ,コスモセキユ,"-4,623 "
2023年7月9日,その他,UFJ,イオンモール,"-4,135 "
2023年7月9日,その他,UFJ,イオンモール,"-3,310 "
2023年7月9日,その他,UFJ,楽天SP クリエイト エス・ディーアプリ 700652,"-2,777 "
2023年7月9日,食費,UFJ,楽天SP ドトールコーヒーグループアプリ 780352,"-1,720 "
2023年7月9日,その他,UFJ,イオンモール,-550 
2023年7月9日,その他,UFJ,イオンモール,-330 
2023年7月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800 "
2023年7月10日,その他,UFJ,ジエーソン シシボネテン,"-1,053 "
2023年7月10日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 780229,-680 
2023年7月11日,その他,UFJ,YouShowShop700108,"-3,188 "
2023年7月12日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 793625,-950 
2023年7月12日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 731474,-850 
2023年7月13日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 751099,"-1,188 "
2023年7月14日,食費,UFJ,ペイペイ*ビッグエーカツシ,-252 
2023年7月15日,食費,UFJ,楽天SP ペリエ千葉アプリ 734231,"-5,490 "
2023年7月15日,食費,UFJ,セイセンイチバトツプイナゲナ,"-2,867 "
2023年7月15日,食費,UFJ,楽天SP ペリエ千葉アプリ 743718,"-2,530 "
2023年7月15日,食費,UFJ,楽天SP スターバックスコーヒーアプリ 790695,"-1,577 "
2023年7月17日,食費,UFJ,ウミシヨクドウクジユウクリソウ,"-9,394 "
2023年7月17日,食費,UFJ,セイセンイチバトツプイナゲナ,"-5,098 "
2023年7月17日,食費,UFJ,セイミヤエノキドテン,"-3,538 "
2023年7月17日,食費,UFJ,ギヨウムスーパー ヨツカイド,"-3,027 "
2023年7月17日,食費,UFJ,ペイペイ*モチコウボウ,"-1,605 "
2023年7月17日,コンビニ,UFJ,楽天SP ファミリーマートアプリ 791148,-162 
2023年7月18日,その他,UFJ,ニトリネット,"-128,700 "
2023年7月18日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2023年7月18日,その他,UFJ,ダイユーエイト楽天市場店750043,"-2,598 "
2023年7月18日,その他,UFJ,ジエーソン シシボネテン,"-1,159 "
2023年7月18日,食費,UFJ,楽天SP すき家 アプリ 740497,"-1,054 "
2023年7月19日,食費,UFJ,楽天SP はま寿司 アプリ 710255,"-3,168 "
2023年7月19日,医療,UFJ,レンズボックス700004,"-2,898 "
2023年7月19日,食費,UFJ,ペイペイ*オリンピック,-721 
2023年7月20日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710700,-706 
2023年7月21日,ガス,UFJ,東京ガス ・1195-614-1052,"-9,798 "
2023年7月21日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 743158,-345 
2023年7月25日,給料,UFJ,カブシキガイシヤエスコム,"86,400 "
2023年7月26日,保険,UFJ,ソンポジヤパン,"-4,180 "
2023年7月27日,カード返済,UFJ,ラクテンカードサービス,"-109,489 "
2023年7月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2023年7月27日,その他,UFJ,ジエーソン シシボネテン,-901 
2023年7月27日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700724,-572 
2023年7月27日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-390 
2023年7月27日,コンビニ,UFJ,楽天SP ファミリーマートアプリ 751159,-162 
2023年7月27日,振替,UFJ,ATM0175?019,"20,000 "
2023年7月28日,管理費,UFJ,RKS(カンリヒトウ,"-20,170 "
2023年7月28日,食費,UFJ,楽天SP アークランドサービスアプリ 722210,-869 
2023年7月29日,ガソリン,UFJ,コスモセキユ,"-3,849 "
2023年7月29日,食費,UFJ,サイゼリヤ/NFC,"-3,150 "
2023年7月29日,食費,UFJ,イシゲギヨルイ,"-2,147 "
2023年7月29日,食費,UFJ,スーパーベルクスイナゲテンタ,-515 
2023年7月29日,食費,UFJ,ペイペイ*イオンディライトシ,-140 
2023年7月30日,その他,UFJ,楽天SP ジョイフル本田アプリ 750041,"-3,047 "
2023年7月30日,食費,UFJ,ジエーソン イナゲソンノウテ,"-1,753 "
2023年7月31日,税金,UFJ,チバシコテイ,"-22,000 "
2023年7月31日,携帯電話,UFJ,ドコモご利用料金 08ガツブン,"-17,620 "
2023年7月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 "
2023年8月1日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700820,-432 
2023年8月1日,保険,UFJ,ケンミンキヨウサイ ゼンコク,"17,712 "
2023年8月2日,コンビニ,UFJ,楽天SP ミニストップ アプリ 780693,-567 
2023年8月3日,食費,UFJ,楽天SP 吉野家 アプリ 700202,-544 
2023年8月4日,保険,UFJ,トウキヨウカイジヨウニチドウカ,"-10,950 "
2023年8月4日,カード返済,UFJ,セゾン,"-3,010 "
2023年8月4日,食費,UFJ,楽天SP 吉野家 アプリ 710327,-544 
2023年8月4日,給料,UFJ,シンワツウシンコウギヨウ(カ,"542,757 "
2023年8月5日,ATM引き出し,UFJ,セブンギンコウATM,"-50,000 "
2023年8月6日,その他,UFJ,マクハリ ツタヤシヨテン,"-11,407 "
2023年8月6日,食費,UFJ,楽天SP サンマルク アプリ 780018,"-6,567 "
2023年8月6日,その他,UFJ,楽天SP Francfranc アプリ 750014,"-3,880 "
2023年8月6日,その他,UFJ,イオンモール,"-1,610 "
2023年8月6日,食費,UFJ,シヤトレーゼ,"-1,512 "
2023年8月7日,ローン,UFJ,ローン,"-68,732 "
2023年8月7日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710831,-699 
2023年8月8日,食費,UFJ,楽天SP 吉野家 アプリ 700583,-880 
2023年8月8日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 741226,-850 
2023年8月9日,振替,UFJ,ヤマザキ ユウキ,"-26,000 "
2023年8月9日,電話,UFJ,NTT東日本 ご利用料金 08ガツブン,"-4,384 "
2023年8月9日,コンビニ,UFJ,楽天SP ミニストップ アプリ 750777,-572 
2023年8月10日,振替,UFJ,ヤマザキ ユウキ,"-26,000 "
2023年8月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800 "
2023年8月10日,振替,UFJ,DXHUB710002,"-2,980 "
2023年8月10日,その他,UFJ,カーテン 専門店 cloth730009,"-2,690 "
2023年8月10日,その他,UFJ,パリミキ楽天市場店790001,"-2,216 "
2023年8月10日,コンビニ,UFJ,楽天SP ミニストップ アプリ 730805,-537 
2023年8月11日,ガソリン,UFJ,コスモセキユ,"-4,000 "
2023年8月12日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 791528,"-4,044 "
2023年8月13日,食費,UFJ,ペイペイ*ダイキチ,"-5,500 "
2023年8月13日,駐車場,UFJ,アイポスパーキング,"-2,000 "
2023年8月13日,食費,UFJ,ペイペイ*ダイキチ,"-1,100 "
2023年8月13日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-612 
2023年8月13日,駐車場,UFJ,ロツポンギヒルズピーイチチ,-600 
2023年8月13日,食費,UFJ,ペイペイ*シンゴウリュウショ,-400 
2023年8月14日,食費,UFJ,ジエーソン イナゲソンノウテ,-644 
2023年8月14日,食費,UFJ,ペイペイ*ビッグエーチバ,-162 
2023年8月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2023年8月15日,水道,UFJ,千葉県営水道料金等,"-9,712 "
2023年8月15日,食費,UFJ,楽天SP 扇屋東日本アプリ 740001,"-7,609 "
2023年8月15日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 750088,"-3,432 "
2023年8月16日,食費,UFJ,ヤオコーイナゲカイガンテン,"-2,706 "
2023年8月16日,食費,UFJ,楽天SP スターバックスコーヒーアプリ 720072,"-1,086 "
2023年8月16日,食費,UFJ,テンツルリ,"-1,078 "
2023年8月17日,コンビニ,UFJ,楽天SP ミニストップ アプリ 720686,-437 
2023年8月18日,ATM引き出し,UFJ,セブンギンコウATM,"-50,000 "
2023年8月18日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 794161,-707 
2023年8月18日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 714185,-529 
2023年8月19日,ガソリン,UFJ,コスモセキユ,"-7,713 "
2023年8月19日,医療,UFJ,レンズボックス730003,"-2,898 "
2023年8月19日,食費,UFJ,楽天SP スターバックスコーヒーアプリ 780876,"-1,809 "
2023年8月19日,食費,UFJ,マクドナルドモバイルオーダー,"-1,360 "
2023年8月19日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 790688,"-1,170 "
2023年8月19日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 750689,-602 
2023年8月20日,その他,UFJ,楽天SP 三井アウトレットパーク幕張アプ 750007,"-26,812 "
2023年8月20日,食費,UFJ,スミビヤキトリオオギヤ チハ,"-11,519 "
2023年8月20日,食費,UFJ,センドウホンダテン,"-6,467 "
2023年8月21日,コンビニ,UFJ,楽天SP ミニストップ アプリ 720766,-537 
2023年8月21日,利息,UFJ,利息,1 
2023年8月21日,利息,UFJ,スーパーフツウ,2 
2023年8月22日,レジャー,UFJ,トウキヨウデイズニーリゾート,"-17,800 "
2023年8月22日,旅行,UFJ,アゴダ,"-15,000 "
2023年8月22日,その他,UFJ,ジエーソン アダチホキマテン,"-3,464 "
2023年8月22日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 726243,"-1,940 "
2023年8月23日,ガス,UFJ,東京ガス ・1195-614-1052,"-14,634 "
2023年8月23日,コンビニ,UFJ,楽天SP ファミリーマートアプリ 733130,-486 
2023年8月23日,給料,UFJ,カブシキガイシヤエスコム,"86,400 "
2023年8月24日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 744654,-626 
2023年8月25日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 717932,-756 
2023年8月26日,食費,UFJ,楽天SP はま寿司 アプリ 710393,"-2,607 "
2023年8月26日,その他,UFJ,WWW.ALIEXPRESS.COM 利用国GB,-584 
2023年8月27日,その他,UFJ,楽天SP アリオ専門店アプリ 700114,"-4,210 "
2023年8月27日,食費,UFJ,ペイペイ*スーパーベルクス,"-2,773 "
2023年8月27日,その他,UFJ,楽天SP アリオ専門店アプリ 740088,"-2,150 "
2023年8月27日,その他,UFJ,楽天SP セリアアプリ 781304,-110 
2023年8月28日,カード返済,UFJ,ラクテンカードサービス,"-324,210 "
2023年8月28日,管理費,UFJ,RKS(カンリヒトウ,"-20,170 "
2023年8月28日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2023年8月28日,保険,UFJ,ソンポジヤパン,"-4,180 "
2023年8月28日,食費,UFJ,楽天SP 吉野家 アプリ 740482,"-1,320 "
2023年8月28日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 740801,-540 
2023年8月29日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710776,-537 
2023年8月30日,その他,UFJ,楽天SP 楽天ペイ・ウエルシアグループ 791576,"-2,037 "
2023年8月30日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 795776,-691 
2023年8月31日,携帯電話,UFJ,ドコモご利用料金 09ガツブン,"-18,159 "
2023年8月31日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 "
2023年8月31日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 723372,"-1,425 "
2023年8月31日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 714673,-683 
2023年9月1日,コンビニ,UFJ,楽天SP ミニストップ アプリ 700712,-537 
2023年9月2日,ガソリン,UFJ,コスモセキユ,"-6,461 "
2023年9月2日,食費,UFJ,楽天SP バーミヤンアプリ 730048,"-3,899 "
2023年9月2日,食費,UFJ,ペイペイ*ビッグエーチバ,"-1,488 "
2023年9月2日,その他,UFJ,ジーユー,"-1,380 "
2023年9月3日,その他,UFJ,楽天SP ユニモちはら台アプリ 763153,"-1,986 "
2023年9月3日,その他,UFJ,ニトリ,"-1,700 "
2023年9月3日,その他,UFJ,楽天SP ユニモちはら台アプリ 760946,"-1,316 "
2023年9月3日,コンビニ,UFJ,楽天SP ミニストップ アプリ 730455,"-1,264 "
2023年9月3日,食費,UFJ,ペイペイ*イチハラミツバチホ,-900 
2023年9月3日,その他,UFJ,楽天SP ユニモちはら台アプリ 761628,-626 
2023年9月4日,カード返済,UFJ,セゾン,"-15,100 "
2023年9月4日,食費,UFJ,楽天SP からやまアプリ 794235,-869 
2023年9月4日,食費,UFJ,ペイペイ*オリンピック,-614 
2023年9月5日,その他,UFJ,糸と真綿の秋田屋780001,"-1,174 "
2023年9月5日,食費,UFJ,楽天SP 丸亀製麺アプリ 722929,-890 
2023年9月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"299,428 "
2023年9月6日,ローン,UFJ,ローン,"-68,732 "
2023年9月6日,保険,UFJ,トウキヨウカイジヨウニチドウカ,"-10,950 "
2023年9月6日,収入,UFJ,コウシキサイトタカラクジトウ,"3,900 "
2023年9月7日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 714886,"-1,749 "
2023年9月7日,携帯電話,UFJ,ジエーピーモバイル,-660 
2023年9月8日,その他,UFJ,ジエーソン シシボネテン,"-1,248 "
2023年9月8日,食費,UFJ,楽天SP すき家 アプリ 710362,-570 
2023年9月9日,食費,UFJ,楽天SP はま寿司 アプリ 710497,"-4,763 "
2023年9月9日,ガソリン,UFJ,コスモセキユ,"-3,960 "
2023年9月9日,食費,UFJ,イトーヨーカドー 0010002301084834,"-1,944 "
2023年9月10日,振替,UFJ,ヤマザキ ユウキ,"-25,000 "
2023年9月10日,駐車場,UFJ,カイヒンフドウサン(カ,"-8,800 "
2023年9月10日,食費,UFJ,ペイペイ*サンキチバニュータ,"-5,284 "
2023年9月10日,その他,UFJ,ビツグホツプガーデンモー,"-1,320 "
2023年9月10日,食費,UFJ,ペイペイ*ニキノカシ,"-1,007 "
2023年9月10日,コンビニ,UFJ,楽天SP ローソンアプリ 781111,-190 
2023年9月11日,ATM引き出し,UFJ,セブンギンコウATM,"-50,000 "
2023年9月11日,その他,UFJ,ジエーソン シシボネテン,"-2,144 "
2023年9月11日,コンビニ,UFJ,楽天SP ミニストップ アプリ 710759,-537 
2023年9月13日,食費,UFJ,楽天SP すき家 アプリ 740301,-643 
2023年9月14日,コンビニ,UFJ,楽天SP ミニストップ アプリ 790748,-537 
2023年9月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2023年9月15日,手数料,UFJ,サイハツコウテスウリヨウ,-550 
2023年9月21日,ガス,UFJ,東京ガス ・1195-614-1052,"-14,226 "
2023年9月23日,その他,UFJ,衣・職・自由femme700001,"-3,770 "
2023年9月23日,医療,UFJ,レンズボックス740001,"-2,898 "
2023年9月25日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 752508,"-1,134 "
2023年9月25日,コンビニ,UFJ,楽天SP ミニストップ アプリ 780747,-464 
2023年9月25日,給料,UFJ,カブシキガイシヤエスコム,"105,000 "
2023年9月26日,保険,UFJ,ソンポジヤパン,"-4,180 "
2023年9月26日,その他,UFJ,ジエーソン シシボネテン,"-1,819 "
2023年9月26日,手数料,UFJ,発行手数料,-550 
2023年9月27日,カード返済,UFJ,ラクテンカードサービス,"-245,045 "
2023年9月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2023年9月27日,レジャー,UFJ,タカラクジコウシキサイト,"-2,690 "
2023年9月28日,管理費,UFJ,RKS(カンリヒトウ,"-20,170 "
2023年9月28日,その他,UFJ,SHEIN.COM 利用国SG,"-12,325 "
2023年9月28日,その他,UFJ,イノウエ タカオ,"-2,530 "
2023年9月28日,コンビニ,UFJ,楽天SP ミニストップ アプリ 720838,-591 
2023年9月29日,その他,UFJ,ALIBABA.COM SINGAPOR 利用国GB,-685 
2023年9月29日,コンビニ,UFJ,楽天SP ミニストップ アプリ 750720,-311 
2023年9月30日,携帯電話,UFJ,ドコモご利用料金 10ガツブン,"-18,181 "
2023年9月30日,その他,UFJ,ジーユー,"-4,000 "
2023年9月30日,インターネット,UFJ,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 "
2023年9月30日,食費,UFJ,楽天SP むさしの森珈琲アプリ 710035,"-3,003 "
2023年9月30日,ガソリン,UFJ,コスモセキユ,"-2,967 "
2023年9月30日,食費,UFJ,楽天SP からやまアプリ 740241,"-2,849 "
2023年9月30日,食費,UFJ,楽天SP JA千葉みらい直売所 アプリ 750007,"-1,750 "
2023年10月1日,食費,UFJ,ペイペイ*サカナヤショクドウ,"-6,600 "
2023年10月1日,食費,UFJ,ヤオコーガクエンマエテン,"-2,972 "
2023年10月1日,食費,UFJ,スーパーベルクスイナゲテンタ,"-2,708 "
2023年10月1日,食費,UFJ,スーパーガツツウマタテテン,"-2,274 "
2023年10月1日,コンビニ,UFJ,楽天SP ローソンアプリ 732592,-592 
2023年10月1日,コンビニ,UFJ,楽天SP ローソンアプリ 702607,-500 
2023年10月2日,その他,UFJ,Suica(携帯決済),"-107,210 "
2023年10月2日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 741355,-475 
2023年10月3日,その他,UFJ,iBATTLE730001,"-4,880 "
2023年10月3日,その他,UFJ,カワジユンハードウエアオンライ,"-2,365 "
2023年10月3日,コンビニ,UFJ,楽天SP ミニストップ アプリ 780729,-399 
2023年10月4日,カード返済,UFJ,セゾン,"-18,940 "
2023年10月5日,医療,UFJ,grinコンタクトレンズ790001,-879 
2023年10月5日,コンビニ,UFJ,楽天SP 楽天ペイアプリセブンーイレブン 731580,-594 
2023年10月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"362,533 "
2023年10月6日,ローン,UFJ,ローン,"-68,732 "
