日付,カテゴリ,分類,メモ,金額,,
2024/11/23,食費,楽天カード,グリーンシヨツプオオ,"-2,265",,
2024/11/23,食費,楽天カード,イシゲギヨルイ ツカ,"-3,645",,
2024/11/24,消耗品,楽天カード,楽天SP ダイソーアプリ 701739,-767,,
2024/11/24,維持費,楽天カード,チバニツサンジドウシヤ ニツ,"-17,490",,
2024/11/24,食費,楽天カード,マミーマートニトナテン,"-1,140",,
2024/11/25,給料,UFJ,カブシキガイシヤエスコム,"105,000",,
2024/11/25,コンビニ,楽天カード,楽天SP ミニストップ アプリ 705886,-254,,
2024/11/26,口座振替４,UFJ,ソンポジヤパン,"-4,150",,
2024/11/27,口座振替３,UFJ,ＤＦ．メツトライフホケン,"-6,580",,
2024/11/27,振替,UFJ,ヤマザキ　ユウキ,"200,000",,
2024/11/27,食費,楽天カード,楽天SP ミニストップ アプリ 708866,-356,,
2024/11/28,口座振替３,UFJ,ＲＫＳ（カンリヒトウ,"-20,170",,
2024/11/28,カード返済,UFJ,ラクテンカードサービス,"-505,322",,
2024/11/28,食費,楽天カード,楽天SP ミニストップ アプリ 709879,-399,,
2024/11/29,食費,楽天カード,楽天SP ミニストップ アプリ 703966,-537,,
2024/11/30,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646",,
2024/11/30,携帯電話,楽天カード,ドコモご利用料金 12ガツブン,"-14,683",,
2024/11/30,携帯電話,楽天カード,IIJ サービス料金 インターネットイニシアティブ,"-1,760",,
2024/11/30,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 704922,"-4,780",,
2024/11/30,電化製品,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,-173,,
2024/11/30,電化製品,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,-884,,
2024/12/1,車,楽天カード,FMパーツ708002,-886,,
2024/12/1,食費,楽天カード,イオングループ,"-1,640",,
2024/12/2,外食,楽天カード,楽天SP 丸亀製麺アプリ 734752,-589,,
2024/12/3,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 704547,-520,,
2024/12/4,口座振替４,UFJ,セゾン,"-22,580",,
2024/12/4,振替,UFJ,ヤマザキ　ソアラ,"43,600",,
2024/12/5,給料,UFJ,給料,"359,345",,
2024/12/5,自動車保険,楽天カード,トウキヨウカイジヨウニチドウカ,"-9,500",,
2024/12/5,衣服,楽天カード,サックスバーコウシキツウハンサイ,"-8,800",,
2024/12/5,電化製品,楽天カード,APPLE ONLINE JAPA,"-69,600",,
2024/12/6,ローン,UFJ,ローン,"-68,822",,
2024/12/6,外食,楽天カード,楽天SP すき家 アプリ 700284,"-1,680",,
2024/12/7,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 708207,"-1,244",,
2024/12/7,外食,楽天カード,マクドナルドモバイルオーダ,"-1,340",,
2024/12/7,外食,楽天カード,マクドナルドモバイルオーダ,"-1,690",,
2024/12/8,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 709771,-629,,
2024/12/8,衣服,楽天カード,楽天SP 三井アウトレットパーク木更津ア 709050,"-9,030",,
2024/12/8,衣服,楽天カード,楽天SP 三井アウトレットパーク木更津ア 705100,"-9,680",,
2024/12/9,食費,楽天カード,楽天SP ミニストップ アプリ 708886,-594,,
2024/12/9,固定電話,楽天カード,NTT東日本 ご利用料金 12ガツブン,"-4,626",,
2024/12/10,振込ＩＢ２,UFJ,カイヒンフドウサン（カ,"-8,800",,
2024/12/10,振替,UFJ,ヤマザキ　ユウキ,"-30,000",,
2024/12/11,食費,楽天カード,楽天SP ミニストップ アプリ 704830,-709,,
2024/12/11,買い物,楽天カード,楽天SP セリアアプリ 701583,-333,,
2024/12/11,食費,楽天カード,イオングループ,-863,,
2024/12/11,食費,楽天カード,イオングループ,"-1,934",,
2024/12/12,消耗品,楽天カード,ジエーソン シシボネテン,-597,,
2024/12/14,ペット,楽天カード,楽天SP ジョイフル本田アプリ 702049,"-4,230",,
2024/12/14,外食,楽天カード,楽天SP ほっともっとアプリ 731455,"-1,770",,
2024/12/14,ガソリン,楽天カード,イデミツ アポロステーシヨン,"-2,016",,
2024/12/14,ガソリン,楽天カード,コスモセキユ,"-5,819",,
2024/12/14,食費,楽天カード,ジエーソン イナゲソンノウテ,"-2,047",,
2024/12/15,消耗品,楽天カード,楽天SP Wattsアプリ 709066,-550,,
2024/12/15,外食,楽天カード,楽天SP 壱番屋アプリ 700029,"-2,826",,
2024/12/15,食費,楽天カード,ランドローム,"-1,650",,
2024/12/15,水道,楽天カード,千葉県営水道料金等,"-8,142",,
2024/12/16,口座振替３,UFJ,ケンミンキヨウサイ,"-10,000",,
2024/12/16,振込１,UFJ,シンワツウシンコウギヨウ（カ,"667,008",,
2024/12/16,食費,楽天カード,楽天SP ライフアプリ 708225,-552,,
2024/12/17,振替,UFJ,ヤマザキ　ユウキ,"-500,000",,
2024/12/17,食費,楽天カード,楽天SP ミニストップ アプリ 700861,-452,,
2024/12/18,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 704343,-584,,
2024/12/19,ガス,楽天カード,東京ガス ・1195-614-1052,"-13,343",,
2024/12/19,食費,楽天カード,ミニストツプ,-427,,
2024/12/19,買い物,楽天カード,ガリペット楽天市場店705011,"-1,380",,
2024/12/20,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 700978,-412,,
2024/12/20,衣服,楽天カード,イオンモール,-590,,
2024/12/20,衣服,楽天カード,イオンモール,"-1,100",,
2024/12/21,眼科,楽天カード,コンタクト・カラコンのフェアリ700004,"-2,850",,
2024/12/22,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 704011,-328,,
2024/12/22,食費,楽天カード,楽天SP シャトレーゼアプリ 704323,"-1,392",,
2024/12/22,衣服,楽天カード,楽天SP しまむらアプリ 705300,"-2,728",,
2024/12/22,投資,楽天カード,タカラクジコウシキサイト,"-2,000",,
2024/12/22,食費,楽天カード,ヤオコーイナゲカイガンテン,"-7,011",,
2024/12/23,消耗品,楽天カード,サンドラッグe‐shop708146,"-1,240",,
2024/12/24,外食,楽天カード,楽天SP ガストアプリ 703341,"-3,440",,
2024/12/25,税金,UFJ,チバシコテイ,"-22,000",,
2024/12/25,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 703438,"-1,628",,
2024/12/25,ペット,楽天カード,楽天SP ジョイフル本田アプリ 704061,"-1,738",,
2024/12/25,外食,楽天カード,マクドナルドモバイルオーダ,"-1,960",,
2024/12/26,口座振替４,UFJ,ソンポジヤパン,"-4,150",,
2024/12/26,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 705325,-905,,
2024/12/26,食費,楽天カード,楽天SP ミニストップ アプリ 705839,-817,,
2024/12/26,ガソリン,楽天カード,コスモセキユ,"-1,926",,
2024/12/27,口座振替３,UFJ,ＤＦ．メツトライフホケン,"-6,580",,
2024/12/27,カード返済,UFJ,ラクテンカードサービス,"-184,753",,
2024/12/27,給料,UFJ,給料,"385,438",,
2024/12/28,食費,楽天カード,楽天SP 楽天ペイ加盟店 アプリ 701235,"-10,200",,
2024/12/28,食費,楽天カード,楽天SP 楽天ペイ加盟店 アプリ 703400,-550,,
2024/12/28,食費,楽天カード,楽天SP 楽天ペイ加盟店 アプリ 702342,"-3,630",,
2024/12/28,薬,楽天カード,楽天SP 千葉薬品アプリ 702108,"-2,747",,
2024/12/28,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 709537,"-1,449",,
2024/12/28,食費,楽天カード,ペイペイ*ジェラフル,"-1,924",,
2024/12/28,食費,楽天カード,ペイペイ*ニキノカシ,"-3,227",,
2024/12/29,買い物,楽天カード,楽天SP ジョイフル本田アプリ 700076,-816,,
2024/12/29,消耗品,楽天カード,楽天SP セリアアプリ 705543,-220,,
2024/12/29,外食,楽天カード,マクドナルドモバイルオーダ,"-1,610",,
2024/12/30,口座振替３,UFJ,ＲＫＳ（カンリヒトウ,"-20,170",,
2024/12/30,食費,楽天カード,楽天SP 焼きたてのかるびアプリ 704007,"-2,360",,
2024/12/30,未定,楽天カード,Glanz Car Wax708001,-660,,
2024/12/30,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 701403,"-1,289",,
2024/12/30,買い物,楽天カード,楽天SP ジョイフル本田アプリ 709143,"-2,149",,
2024/12/31,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646",,
2024/12/31,携帯電話,楽天カード,ドコモご利用料金 01ガツブン,"-15,321",,
2024/12/31,携帯電話,楽天カード,IIJ サービス料金 インターネットイニシアティブ,"-1,760",,
2024/12/31,食費,楽天カード,楽天SP 自動販売機 QRde決済アプリ 701185,-130,,
2024/12/31,外食,楽天カード,楽天SP 馬車道アプリ 708003,"-3,294",,
2024/12/31,消耗品,楽天カード,楽天SP キャンドゥアプリ 702338,-220,,
2024/12/31,衣服,楽天カード,ジーユー,"-2,590",,
2025/1/2,ガソリン,楽天カード,コスモセキユ,"-6,729 ",,
2025/1/2,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 702890,-893 ,,
2025/1/2,おみやげ,楽天カード,ミチノエキトミウラビワクラブ,-970 ,,
2025/1/3,食費,楽天カード,スーパーシゲノヤ ホシクキテン,"-3,940 ",,
2025/1/3,食費,楽天カード,楽天SP コープみらいアプリ 705053,"-4,478 ",,
2025/1/5,食費,楽天カード,ペイペイ*カスミ,"-2,040 ",,
2025/1/5,食費,楽天カード,センドウナガヌマテン,"-2,831 ",,
2025/1/5,外食,楽天カード,プレナマクハリ,"-3,850 ",,
2025/1/5,消耗品,楽天カード,楽天SP セリアアプリ 708973,-333 ,,
2025/1/6,口座振替４,UFJ,セゾン,"-16,650",,
2025/1/6,ローン,UFJ,ローン,"-68,822",,
2025/1/6,外食,楽天カード,マクドナルドモバイルオーダ,"-2,160 ",,
2025/1/6,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 701886,-376 ,,
2025/1/7,手数料,楽天カード,再振替手数料 24.11,-220 ,,
2025/1/7,食費,楽天カード,楽天SP ミニストップ アプリ 703829,-601 ,,
2025/1/8,ガソリン,楽天カード,イデミツ アポロステーシヨン,"-2,124 ",,
2025/1/8,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 709499,"-2,591 ",,
2025/1/8,コスメ,楽天カード,クイーンアイズ楽天市場店705024,"-2,598 ",,
2025/1/8,食費,楽天カード,楽天SP ミニストップ アプリ 703781,-645 ,,
2025/1/9,消耗品,楽天カード,ジエーソン シシボネテン,"-3,201 ",,
2025/1/9,眼科,楽天カード,アイメディック709004,"-5,599 ",,
2025/1/9,自動車保険,楽天カード,トウキヨウカイジヨウニチドウカ,"-9,500 ",,
2025/1/10,振込ＩＢ２,UFJ,カイヒンフドウサン（カ,"-8,800",,
2025/1/10,振替,UFJ,ヤマザキ　ユウキ,"-30,000",,
2025/1/10,コンビニ,楽天カード,楽天SP ミニストップ アプリ 701848,-399 ,,
2025/1/11,外食,楽天カード,マクドナルドモバイルオーダ,"-1,000 ",,
2025/1/11,未定,楽天カード,ジーエスパークチバエキマエ,-400 ,,
2025/1/11,衣服,楽天カード,楽天SP ペリエ千葉アプリ 743739,"-5,357 ",,
2025/1/11,ガソリン,楽天カード,コスモセキユ,"-6,683 ",,
2025/1/11,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 700414,-820 ,,
2025/1/12,贈り物,楽天カード,バルーンショップ バルバルーン701004,"-12,630 ",,
2025/1/13,衣服,楽天カード,楽天SP アリオ専門店アプリ 709134,"-1,010 ",,
2025/1/13,外食,楽天カード,楽天SP リンガーハット アプリ 700165,-420 ,,
2025/1/13,買い物,楽天カード,楽天SP ジョイフル本田アプリ 705001,"-6,471 ",,
2025/1/13,外食,楽天カード,楽天SP 馬車道アプリ 704006,"-7,033 ",,
2025/1/13,駐車場,楽天カード,タイムズチユウシヤジヨウ,-800 ,,
2025/1/15,口座振替３,UFJ,ケンミンキヨウサイ,"-10,000",,
2025/1/15,買い物,楽天カード,楽天SP ジョイフル本田アプリ 709047,-184 ,,
2025/1/15,コンビニ,楽天カード,楽天SP ミニストップ アプリ 701816,-704 ,,
2025/1/16,コンビニ,楽天カード,楽天SP ファミリーマートアプリ 703153,-434 ,,
2025/1/16,消耗品,楽天カード,楽天SP ダイソーアプリ 702292,-548 ,,
2025/1/17,消耗品,楽天カード,楽天SP セリアアプリ 709022,-110 ,,
2025/1/18,外食,楽天カード,楽天SP 木曽路アプリ 704018,"-30,624 ",,
2025/1/19,ガソリン,楽天カード,イデミツ アポロステーシヨン,"-2,232 ",,
2025/1/19,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 702204,"-3,663 ",,
2025/1/20,振込ＩＢ２,UFJ,カラシマ　ユウ,"-10,000",,
2025/1/20,コンビニ,楽天カード,楽天SP ミニストップ アプリ 701816,-429 ,,
2025/1/21,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 703565,-265 ,,
2025/1/22,買い物,楽天カード,楽天SP ジョイフル本田アプリ 702056,"-1,172 ",,
2025/1/22,コンビニ,楽天カード,楽天SP ミニストップ アプリ 708813,-594 ,,
2025/1/22,電化製品,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,-747 ,,
2025/1/23,ガス,楽天カード,東京ガス ・1195-614-1052,"-16,705 ",,
2025/1/23,コンビニ,楽天カード,楽天SP ミニストップ アプリ 703815,-429 ,,
2025/1/25,灯油,楽天カード,セルフチバジユウロクゴウテン,"-2,052 ",,
2025/1/25,食費,楽天カード,スーパーベルクスイナゲテンタ,"-4,562 ",,
2025/1/26,カフェ,楽天カード,楽天SP スターバックスコーヒーアプリ 703334,"-1,247 ",,
2025/1/26,レジャー,楽天カード,イチハラサービスエリアノボリ,"-1,428 ",,
2025/1/26,外食,楽天カード,ブロンコビリー カマトリインタ,"-10,010 ",,
2025/1/26,レジャー,楽天カード,トウキヨウコクサイクウコウダイ4,-750 ,,
2025/1/26,外食,楽天カード,羽田空港ターミナルビル 4971856050520 00000,-900 ,,
2025/1/27,口座振替３,UFJ,ＤＦ．メツトライフホケン,"-6,580",,
2025/1/27,口座振替４,UFJ,ソンポジヤパン,"-4,150",,
2025/1/27,カード返済,UFJ,ラクテンカードサービス,"-225,004",,
2025/1/27,食費,楽天カード,楽天SP コモディイイダ アプリ 703083,-438 ,,
2025/1/28,口座振替３,UFJ,ＲＫＳ（カンリヒトウ,"-20,170",,
2025/1/30,衣服,楽天カード,SHEIN.COM 利用国SG,"-2,621 ",,
2025/1/30,遊園地,楽天カード,トウキヨウデイズニーリゾート,"-21,800 ",,
2025/1/30,衣服,楽天カード,SHEIN.COM 利用国SG,"-6,110 ",,
2025/1/30,コンビニ,楽天カード,楽天SP ミニストップ アプリ 708831,-709 ,,
2025/1/31,携帯電話,楽天カード,IIJ サービス料金 インターネットイニシアティブ,"-1,760 ",,
2025/1/31,携帯電話,楽天カード,ドコモご利用料金 02ガツブン,"-14,601 ",,
2025/1/31,外食,楽天カード,マクドナルドモバイルオーダ,"-2,810 ",,
2025/1/31,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 ",,
2025/1/31,コンビニ,楽天カード,楽天SP ミニストップ アプリ 708935,-594 ,,
2025/2/2,ガソリン,楽天カード,コスモセキユ,"-6,729 ",,
2025/2/2,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 702890,-893 ,,
2025/2/2,おみやげ,楽天カード,ミチノエキトミウラビワクラブ,-970 ,,
2025/2/3,食費,楽天カード,スーパーシゲノヤ ホシクキテン,"-3,940 ",,
2025/2/3,食費,楽天カード,楽天SP コープみらいアプリ 705053,"-4,478 ",,
2025/2/4,口座振替４,UFJ,セゾン,"-10,240",,
2025/2/5,給料,UFJ,給料,"335,542",,
2025/2/5,食費,楽天カード,ペイペイ*カスミ,"-2,040 ",,
2025/2/5,食費,楽天カード,センドウナガヌマテン,"-2,831 ",,
2025/2/5,外食,楽天カード,プレナマクハリ,"-3,850 ",,
2025/2/5,消耗品,楽天カード,楽天SP セリアアプリ 708973,-333 ,,
2025/2/6,ローン,UFJ,ローン,"-68,822",,
2025/2/6,外食,楽天カード,マクドナルドモバイルオーダ,"-2,160 ",,
2025/2/6,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 701886,-376 ,,
2025/2/7,手数料,楽天カード,再振替手数料 24.11,-220 ,,
2025/2/7,食費,楽天カード,楽天SP ミニストップ アプリ 703829,-601 ,,
2025/2/8,ガソリン,楽天カード,イデミツ アポロステーシヨン,"-2,124 ",,
2025/2/8,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 709499,"-2,591 ",,
2025/2/8,コスメ,楽天カード,クイーンアイズ楽天市場店705024,"-2,598 ",,
2025/2/8,食費,楽天カード,楽天SP ミニストップ アプリ 703781,-645 ,,
2025/2/9,消耗品,楽天カード,ジエーソン シシボネテン,"-3,201 ",,
2025/2/9,眼科,楽天カード,アイメディック709004,"-5,599 ",,
2025/2/9,自動車保険,楽天カード,トウキヨウカイジヨウニチドウカ,"-9,500 ",,
2025/2/10,振込ＩＢ２,UFJ,カイヒンフドウサン（カ,"-8,800",,
2025/2/10,振替,UFJ,ヤマザキ　ユウキ,"-30,000",,
2025/2/10,コンビニ,楽天カード,楽天SP ミニストップ アプリ 701848,-399 ,,
2025/2/11,外食,楽天カード,マクドナルドモバイルオーダ,"-1,000 ",,
2025/2/11,未定,楽天カード,ジーエスパークチバエキマエ,-400 ,,
2025/2/11,衣服,楽天カード,楽天SP ペリエ千葉アプリ 743739,"-5,357 ",,
2025/2/11,ガソリン,楽天カード,コスモセキユ,"-6,683 ",,
2025/2/11,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 700414,-820 ,,
2025/2/12,贈り物,楽天カード,バルーンショップ バルバルーン701004,"-12,630 ",,
2025/2/13,衣服,楽天カード,楽天SP アリオ専門店アプリ 709134,"-1,010 ",,
2025/2/13,外食,楽天カード,楽天SP リンガーハット アプリ 700165,-420 ,,
2025/2/13,買い物,楽天カード,楽天SP ジョイフル本田アプリ 705001,"-6,471 ",,
2025/2/13,外食,楽天カード,楽天SP 馬車道アプリ 704006,"-7,033 ",,
2025/2/13,駐車場,楽天カード,タイムズチユウシヤジヨウ,-800 ,,
2025/2/15,買い物,楽天カード,楽天SP ジョイフル本田アプリ 709047,-184 ,,
2025/2/15,コンビニ,楽天カード,楽天SP ミニストップ アプリ 701816,-704 ,,
2025/2/16,コンビニ,楽天カード,楽天SP ファミリーマートアプリ 703153,-434 ,,
2025/2/16,消耗品,楽天カード,楽天SP ダイソーアプリ 702292,-548 ,,
2025/2/17,口座振替３,UFJ,ケンミンキヨウサイ,"-10,000",,
2025/2/17,利息,UFJ,ス－パ－フツウ,174,,
2025/2/17,消耗品,楽天カード,楽天SP セリアアプリ 709022,-110 ,,
2025/2/18,外食,楽天カード,楽天SP 木曽路アプリ 704018,"-30,624 ",,
2025/2/19,ガソリン,楽天カード,イデミツ アポロステーシヨン,"-2,232 ",,
2025/2/19,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 702204,"-3,663 ",,
2025/2/20,コンビニ,楽天カード,楽天SP ミニストップ アプリ 701816,-429 ,,
2025/2/21,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 703565,-265 ,,
2025/2/22,買い物,楽天カード,楽天SP ジョイフル本田アプリ 702056,"-1,172 ",,
2025/2/22,コンビニ,楽天カード,楽天SP ミニストップ アプリ 708813,-594 ,,
2025/2/22,電化製品,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,-747 ,,
2025/2/23,ガス,楽天カード,東京ガス ・1195-614-1052,"-16,705 ",,
2025/2/23,コンビニ,楽天カード,楽天SP ミニストップ アプリ 703815,-429 ,,
2025/2/25,灯油,楽天カード,セルフチバジユウロクゴウテン,"-2,052 ",,
2025/2/25,食費,楽天カード,スーパーベルクスイナゲテンタ,"-4,562 ",,
2025/2/26,口座振替４,UFJ,ソンポジヤパン,"-4,150",,
2025/2/26,カフェ,楽天カード,楽天SP スターバックスコーヒーアプリ 703334,"-1,247 ",,
2025/2/26,レジャー,楽天カード,イチハラサービスエリアノボリ,"-1,428 ",,
2025/2/26,外食,楽天カード,ブロンコビリー カマトリインタ,"-10,010 ",,
2025/2/26,レジャー,楽天カード,トウキヨウコクサイクウコウダイ4,-750 ,,
2025/2/26,外食,楽天カード,羽田空港ターミナルビル 4971856050520 00000,-900 ,,
2025/2/27,口座振替３,UFJ,ＤＦ．メツトライフホケン,"-6,580",,
2025/2/27,カード返済,UFJ,ラクテンカードサービス,"-275,871",,
2025/2/27,食費,楽天カード,楽天SP コモディイイダ アプリ 703083,-438 ,,
2025/2/28,口座振替３,UFJ,ＲＫＳ（カンリヒトウ,"-20,170",,
2025/2/28,振込２,UFJ,シンワツウシンコウギヨウ（カ,"535,508",,
2025/2/28,税金,UFJ,チバシコテイ,"-22,000",,
2025/3/1,衣服,楽天カード,イオンモール,"-1,850 ",,
2025/3/1,ガソリン,楽天カード,コスモセキユ,"-2,016 ",,
2025/3/1,衣服,楽天カード,イオンモール,"-2,530 ",,
2025/3/1,コスメ,楽天カード,クイーンアイズ楽天市場店709024,"-2,598 ",,
2025/3/1,食費,楽天カード,ヤオコーケミガワハマテン,"-3,841 ",,
2025/3/1,外食,楽天カード,楽天SP 大衆食堂安べゑアプリ 705004,"-4,637 ",,
2025/3/1,駐車場,楽天カード,楽天SP スマートパーク アプリ 709029,-400 ,,
2025/3/1,衣服,楽天カード,楽天SP ゲオ アプリ 703324,"-6,972 ",,
2025/3/1,衣服,楽天カード,イオンモール,-736 ,,
2025/3/1,食費,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 708796,-830 ,,
2025/3/1,カフェ,楽天カード,楽天SP スターバックスコーヒーアプリ 704113,-938 ,,
2025/3/2,外食,楽天カード,ハナヤヨヘイ,"-10,758 ",,
2025/3/2,衣服,楽天カード,SHEIN.COM 利用国SG,"-2,621 ",,
2025/3/2,遊園地,楽天カード,トウキヨウデイズニーリゾート,"-21,800 ",,
2025/3/2,食費,楽天カード,オドヤオビツテン,"-3,432 ",,
2025/3/2,衣服,楽天カード,SHEIN.COM 利用国SG,"-6,110 ",,
2025/3/2,コンビニ,楽天カード,楽天SP ミニストップ アプリ 708831,-709 ,,
2025/3/3,携帯電話,楽天カード,IIJ サービス料金 インターネットイニシアティブ,"-1,760 ",,
2025/3/3,携帯電話,楽天カード,ドコモご利用料金 02ガツブン,"-14,601 ",,
2025/3/3,外食,楽天カード,マクドナルドモバイルオーダ,"-2,810 ",,
2025/3/3,インターネット,楽天カード,U-NEXT 光01利用料 ユーネクストヒカリゼロワンリヨウ,"-3,646 ",,
2025/3/3,電化製品,楽天カード,APPLE ONLINE JAPA,"-374,400 ",,
2025/3/3,コンビニ,楽天カード,楽天SP ミニストップ アプリ 708935,-594 ,,
2025/3/3,コンビニ,楽天カード,楽天SP ミニストップ アプリ 700839,-594 ,,
2025/3/4,口座振替４,UFJ,セゾン,"-13,760",,
2025/3/4,振替,UFJ,ヤマザキ　ユウキ,"-150,000",,
2025/3/4,コンビニ,楽天カード,楽天SP ファミリーマートアプリ 704515,-171 ,,
2025/3/5,給料,UFJ,給料,"290,699",,
2025/3/5,コンビニ,楽天カード,楽天SP ミニストップ アプリ 703831,-537 ,,
2025/3/5,消耗品,楽天カード,楽天SP ダイソーアプリ 703142,-658 ,,
2025/3/5,買い物,楽天カード,ALIEXPRESS.COM 利用国SG,-908 ,,
2025/3/6,振込ＢＺ１,UFJ,コウシキサイトタカラクジトウ,800,,
2025/3/6,ローン,UFJ,ローン,"-68,822",,
2025/3/6,買い物,楽天カード,楽天SP ジョイフル本田アプリ 703047,"-2,928 ",,
2025/3/6,自動車保険,楽天カード,トウキヨウカイジヨウニチドウカ,"-9,500 ",,
2025/3/7,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 705351,"-2,820 ",,
2025/3/7,カフェ,楽天カード,楽天SP スターバックスコーヒーアプリ 701057,-510 ,,
2025/3/7,食費,楽天カード,楽天SP ローソンアプリ 702243,-762 ,,
2025/3/8,外食,楽天カード,マクドナルドモバイルオーダ,"-1,890 ",,
2025/3/9,食費,楽天カード,ペイペイ*ニキノカシ,"-2,107 ",,
2025/3/9,食費,楽天カード,ノウサンブツチヨクバイジヨト,"-2,396 ",,
2025/3/9,食費,楽天カード,メガドンキホーテヤチヨジュウ,"-5,451 ",,
2025/3/9,食費,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 709368,-581 ,,
2025/3/9,食費,楽天カード,楽天SP カルディアプリ 709041,-918 ,,
2025/3/9,買い物,楽天カード,楽天SP メガマックス千葉NT店 709003,-937 ,,
2025/3/9,消耗品,楽天カード,楽天SP セリアアプリ 702071,-993 ,,
2025/3/10,振込ＩＢ２,UFJ,カイヒンフドウサン（カ,"-8,800",,
2025/3/10,振替,UFJ,ヤマザキ　ユウキ,"-30,000",,
2025/3/10,衣服,楽天カード,グレイル,"-12,493 ",,
2025/3/11,買い物,楽天カード,楽天SP ジョイフル本田アプリ 709066,"-3,058 ",,
2025/3/11,コンビニ,楽天カード,楽天SP ミニストップ アプリ 704849,-537 ,,
2025/3/13,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 702266,-198 ,,
2025/3/13,コンビニ,楽天カード,楽天SP ローソンアプリ 709408,-238 ,,
2025/3/13,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 705269,"-3,515 ",,
2025/3/14,コンビニ,楽天カード,楽天SP ミニストップ アプリ 700921,-645 ,,
2025/3/15,カフェ,楽天カード,楽天SP タリーズコーヒーアプリ 760832,"-1,940 ",,
2025/3/15,消耗品,楽天カード,楽天SP セリアアプリ 700153,-15 ,,
2025/3/15,消耗品,楽天カード,楽天SP セリアアプリ 709092,-220 ,,
2025/3/15,外食,楽天カード,プレナマクハリ,"-4,880 ",,
2025/3/15,食費,楽天カード,カクジヨウセイセンイチバ ツタ,"-6,603 ",,
2025/3/15,駐車場,楽天カード,ナビパークカイヒンマクハリダ,-600 ,,
2025/3/15,コスメ,楽天カード,楽天SP モリシア津田沼アプリ 703010,-668 ,,
2025/3/16,電化製品,楽天カード,WWW.ALIEXPRESS.COM 利用国GB,"-1,706 ",,
2025/3/17,口座振替３,UFJ,ケンミンキヨウサイ,"-10,000",,
2025/3/17,コンビニ,楽天カード,楽天SP ミニストップ アプリ 703841,-537 ,,
2025/3/18,コンビニ,楽天カード,楽天SP ミニストップ アプリ 709869,-594 ,,
2025/3/20,食費,楽天カード,ジエーソン イナゲソンノウテ,"-2,259 ",,
2025/3/20,外食,楽天カード,ライライテイチバハナミガワテン,"-2,540 ",,
2025/3/20,食費,楽天カード,ライフミヤノギテン,"-2,802 ",,
2025/3/20,電化製品,楽天カード,APPLE ONLINE JAPA,"27,000 ",,
2025/3/20,ガソリン,楽天カード,コスモセキユ,"-4,925 ",,
2025/3/21,消耗品,楽天カード,楽天SP 楽天ペイ・ウエルシアグループ 708096,"-1,062 ",,
2025/3/21,外食,楽天カード,マクドナルドモバイルオーダ,"-1,550 ",,
2025/3/21,ガス,楽天カード,東京ガス ・1195-614-1052,"-13,598 ",,
2025/3/21,電化製品,楽天カード,APPLE ONLINE JAPA,"27,000 ",,
2025/3/21,電化製品,楽天カード,APPLE ONLINE JAPA,"27,000 ",,
2025/3/21,消耗品,楽天カード,楽天SP キャンドゥアプリ 700089,-330 ,,
2025/3/21,コンビニ,楽天カード,楽天SP 楽天ペイアプリセブンーイレブン 705604,-496 ,,
